PetID,PetType,Breed,Color,Size,Vaccinated,HealthCondition,PreviousOwner,AdoptionLikelihood,AgeMonths,WeightKg,TimeInShelterDays,AdoptionFee
538,2,0,2,1,1,0,0,1,0.1685393258426966,0.819244290482785,0.0,0.7174348697394789
539,2,0,1,1,0,0,1,0,0.2584269662921348,0.5363154911711235,0.23863636363636365,0.6813627254509017
540,0,2,3,1,1,0,0,1,0.3033707865168539,0.8599824979757832,0.6931818181818182,0.29058116232464926
541,2,1,0,1,0,0,1,1,0.5898876404494382,0.21257324304801878,0.8863636363636364,0.6673346693386772
542,0,2,0,1,1,0,0,1,0.8820224719101123,0.607623818669351,0.2840909090909091,0.28456913827655306
543,1,3,2,0,1,1,0,0,0.6741573033707865,0.08322823013275038,0.1931818181818182,0.4669338677354709
544,2,4,1,0,1,0,0,0,0.3033707865168539,0.642933854419653,0.5340909090909091,0.8196392785571142
545,1,3,1,1,1,0,1,1,0.8033707865168539,0.7624999536192995,0.09090909090909091,0.8737474949899798
546,2,4,4,0,1,1,1,0,0.06179775280898876,0.5847584785839783,0.0,0.08617234468937875
547,2,4,1,0,1,0,0,0,0.8089887640449438,0.2658108580562352,0.09090909090909091,0.06212424849699398
548,3,5,2,1,1,0,0,1,0.8033707865168539,0.030739075596619946,0.25,0.4609218436873747
549,3,5,4,0,0,0,0,0,0.7808988764044943,0.11891391472296131,0.5,0.05410821643286573
550,0,2,4,0,1,0,0,0,0.7584269662921348,0.6221596719861875,0.011363636363636364,0.845691382765531
551,3,5,0,0,0,0,1,0,0.011235955056179775,0.9345200111048942,0.14772727272727273,0.9819639278557113
552,0,2,0,1,0,0,0,0,0.8033707865168539,0.20606726375431988,0.42045454545454547,0.3186372745490982
553,3,5,1,0,1,0,1,0,0.16292134831460675,0.7349706396507116,0.44318181818181823,0.6653306613226453
554,2,0,4,2,1,0,0,1,0.12359550561797751,0.8664979178111673,0.7045454545454546,0.4128256513026052
555,0,2,0,2,1,0,1,0,0.5112359550561797,0.5206598768967298,0.9204545454545455,0.03406813627254509
556,1,6,2,1,1,1,1,0,0.6404494382022472,0.6691590670757108,0.17045454545454547,0.20440881763527052
557,3,5,0,2,0,0,0,0,0.5786516853932584,0.8150221090503255,0.8409090909090909,0.13827655310621242
558,1,3,0,1,0,1,0,0,0.6573033707865168,0.2602501865823193,0.05681818181818181,0.23647294589178355
559,3,5,4,2,1,1,0,0,0.02247191011235955,0.2964989144848803,0.022727272727272724,0.27655310621242485
560,1,3,4,2,1,0,0,0,0.5786516853932584,0.0,0.14772727272727273,0.3186372745490982
561,1,3,3,2,0,0,0,0,0.6011235955056179,0.9632162586502292,0.7386363636363636,0.4629258517034068
562,1,3,2,1,1,0,0,1,0.3595505617977528,0.9176315450360619,0.8409090909090909,0.2945891783567134
563,1,6,4,1,1,1,1,0,0.6741573033707865,0.7645357640177145,0.9659090909090909,0.7054108216432865
564,0,2,1,0,1,0,0,0,0.16292134831460675,0.07850960618757152,0.75,0.8476953907815631
565,1,3,2,1,1,1,1,0,0.8314606741573033,0.44722343461148467,0.34090909090909094,0.783567134268537
566,3,5,2,2,1,0,1,0,0.46629213483146065,0.10134310986229178,0.36363636363636365,0.4849699398797595
567,1,3,4,2,1,0,1,0,0.8370786516853932,0.015304661826285412,0.9886363636363636,0.06813627254509018
568,1,3,2,1,0,0,0,0,0.1741573033707865,0.6160348913786355,0.0,0.6492985971943888
569,1,6,4,1,1,0,0,1,0.898876404494382,0.9609497808961184,0.48863636363636365,0.7635270541082164
570,3,5,0,1,1,0,0,1,0.08426966292134831,0.9029432423750922,0.15909090909090912,0.7094188376753506
571,0,2,3,0,0,0,0,0,0.20786516853932585,0.6966694967685032,0.4090909090909091,0.47695390781563124
572,3,5,0,2,1,0,0,0,0.7921348314606741,0.09608785003328621,0.29545454545454547,0.6673346693386772
573,1,6,4,0,1,0,1,0,0.19662921348314605,0.2737495727101841,0.5340909090909091,0.29659318637274545
574,3,5,4,0,1,1,0,0,0.8426966292134831,0.31967800674391167,0.29545454545454547,0.22044088176352702
575,2,4,0,2,0,1,0,0,0.6348314606741573,0.763116453393926,0.12499999999999999,0.81563126252505
576,3,5,1,2,1,0,1,0,0.3651685393258427,0.8022460283415911,0.75,0.03206412825651302
577,2,1,1,1,1,0,0,1,0.5842696629213483,0.3847780684129842,0.3295454545454546,0.8036072144288576
578,1,6,1,1,0,0,0,0,0.47191011235955055,0.41758147201586215,0.9772727272727273,0.4509018036072144
579,2,4,4,0,1,0,1,1,0.0056179775280898875,0.043915701014413534,0.7386363636363636,0.2785571142284569
580,2,1,2,1,1,0,0,1,0.41573033707865165,0.28873391535309084,0.06818181818181818,0.2865731462925851
581,2,1,4,1,1,0,0,1,0.37078651685393255,0.4510086680313383,0.375,0.5190380761523046
582,0,2,2,2,0,1,0,0,0.8426966292134831,0.11644615655649879,0.3522727272727273,0.43286573146292584
583,2,1,0,2,1,1,1,0,0.8595505617977528,0.4529924955664249,0.4318181818181818,0.3226452905811623
584,2,0,3,1,1,0,0,1,0.3033707865168539,0.8532123270147184,0.4772727272727273,0.18236472945891782
585,2,1,2,2,1,0,0,1,0.028089887640449437,0.581145792677511,0.4772727272727273,0.34669338677354705
586,3,5,1,1,1,0,0,1,0.9101123595505618,0.0783633264038551,0.875,0.6613226452905812
587,3,5,4,2,1,0,0,0,0.8370786516853932,0.1911926020777825,0.022727272727272724,0.40881763527054105
588,3,5,0,2,0,0,0,0,0.9550561797752809,0.4742859570778621,0.5113636363636364,0.8296593186372745
589,0,2,1,2,1,0,0,0,0.797752808988764,0.3611406989387025,0.3522727272727273,0.3046092184368737
590,0,2,0,2,1,0,0,0,0.4775280898876404,0.35837841885735333,0.4772727272727273,0.20440881763527052
591,0,2,3,1,1,1,0,0,0.33146067415730335,0.529051677697594,0.9090909090909092,0.40280561122244485
592,2,0,4,0,0,0,0,0,0.5617977528089887,0.5842230895163175,0.022727272727272724,0.5591182364729459
593,0,2,4,2,1,1,0,0,0.06179775280898876,0.7968542230908461,0.8295454545454546,0.1282565130260521
594,2,0,3,1,1,1,0,0,0.2696629213483146,0.34060412953951835,0.7045454545454546,0.23246492985971942
595,2,4,4,1,1,1,0,0,0.2303370786516854,0.8054656378794754,0.44318181818181823,0.3046092184368737
596,0,2,2,2,0,0,0,0,0.9269662921348314,0.33824696067080157,0.1931818181818182,0.3106212424849699
597,1,6,0,0,0,0,1,0,0.4550561797752809,0.05484815910705373,0.75,0.32665330661322645
598,3,5,1,2,0,0,1,0,0.9662921348314606,0.5539912903645674,0.6931818181818182,0.1623246492985972
599,0,2,3,1,1,0,0,1,0.19101123595505615,0.5877322238831952,0.10227272727272728,0.01002004008016032
600,2,4,2,0,0,0,0,0,0.8820224719101123,0.9346401333720549,0.5795454545454546,0.6432865731462926
601,2,0,1,1,0,0,0,0,0.8820224719101123,0.7259988341017648,0.8181818181818182,0.13226452905811623
602,0,2,1,2,0,0,0,0,0.747191011235955,0.9178594803298459,0.5113636363636364,0.4749498997995992
603,1,3,3,0,1,0,0,0,0.37078651685393255,0.9084266968057773,0.6136363636363636,0.14228456913827653
604,2,0,2,1,0,1,0,0,0.4438202247191011,0.6044169945388207,0.5113636363636364,0.18837675350701402
605,3,5,1,1,1,0,1,1,0.033707865168539325,0.5275451223804175,0.8409090909090909,0.6072144288577154
606,3,5,1,1,0,0,0,1,0.07303370786516854,0.5572471404608046,0.6704545454545455,0.9338677354709418
607,1,6,2,2,1,0,0,0,0.4044943820224719,0.9784648029469073,0.2840909090909091,0.9959919839679358
608,0,2,4,0,1,0,1,0,0.797752808988764,0.7731418899132786,0.29545454545454547,0.6513026052104208
609,2,0,1,2,1,0,0,0,0.8314606741573033,0.10572066761438348,0.42045454545454547,0.15430861723446893
610,2,0,0,2,1,0,0,0,0.9101123595505618,0.778406702404615,0.23863636363636365,0.13226452905811623
611,1,6,2,2,1,0,1,0,0.3651685393258427,0.1700428718999246,0.2840909090909091,0.3507014028056112
612,2,1,1,0,1,0,1,1,0.5056179775280899,0.44707097526273826,0.9659090909090909,0.6412825651302605
613,1,6,3,2,1,0,1,0,0.7247191011235955,0.2099955892651578,0.7727272727272727,0.3426853707414829
614,0,2,0,2,1,0,0,0,0.9101123595505618,0.6894921614461931,0.3863636363636364,0.9559118236472945
615,1,6,1,2,1,0,0,1,0.10674157303370786,0.8773650483401162,0.7386363636363636,0.5090180360721442
616,0,2,0,2,1,0,1,1,0.05056179775280899,0.2899600365569866,0.8181818181818182,0.12424849699398796
617,2,0,0,1,1,0,0,1,0.1348314606741573,0.08144661220907862,0.5681818181818182,0.6032064128256512
618,0,2,4,2,1,1,1,0,0.1348314606741573,0.29809758249057383,0.1931818181818182,0.8056112224448897
619,1,3,0,1,1,1,0,0,0.297752808988764,0.6722575406198897,0.4772727272727273,0.49098196392785565
620,3,5,4,2,0,0,0,0,0.1797752808988764,0.3283881863031738,0.12499999999999999,0.38276553106212424
621,2,0,2,0,0,0,1,0,0.9157303370786517,0.27770077770446194,0.022727272727272724,0.9338677354709418
622,0,2,4,1,1,0,0,1,0.5280898876404494,0.18395083776835172,0.9204545454545455,0.657314629258517
623,3,5,3,1,0,0,0,1,0.07303370786516854,0.49727592624628997,0.06818181818181818,0.1402805611222445
624,0,2,1,1,1,0,0,1,0.3595505617977528,0.2755357533296883,0.05681818181818181,0.7314629258517034
625,2,1,2,1,0,0,0,1,0.6123595505617977,0.73095171186556,0.9204545454545455,0.4569138276553106
626,3,5,2,0,1,0,0,0,0.4438202247191011,0.07605407613249024,0.5,0.8677354709418837
627,3,5,3,2,1,0,0,0,0.297752808988764,0.6639222286579175,0.9659090909090909,0.12424849699398796
628,1,6,4,1,1,0,0,1,0.696629213483146,0.2371170395255832,0.4318181818181818,0.5931863727454909
629,0,2,1,0,1,0,1,0,0.7303370786516854,0.48903234467357065,0.5681818181818182,0.4889779559118236
630,0,2,4,1,0,0,0,0,0.9438202247191011,0.2856847458819346,0.09090909090909091,0.012024048096192383
631,2,0,0,2,0,0,1,0,0.747191011235955,0.722703619476341,0.25,0.785571142284569
632,0,2,4,1,1,0,0,1,0.1348314606741573,0.945415314024759,0.12499999999999999,0.5190380761523046
633,2,1,2,0,1,0,0,1,0.7865168539325842,0.9171630653048064,0.9886363636363636,0.17635270541082163
634,3,5,1,2,1,0,0,0,0.6516853932584269,0.5832526277876229,0.6931818181818182,0.35270541082164325
635,0,2,4,0,1,0,1,0,0.7584269662921348,0.46234261500586654,0.8181818181818182,0.406813627254509
636,0,2,1,2,1,0,1,0,0.8314606741573033,0.8183098605789839,0.8636363636363636,0.2665330661322645
637,0,2,1,2,1,0,1,0,0.1348314606741573,0.6832305853304369,0.44318181818181823,0.1623246492985972
638,1,3,0,2,1,0,0,0,0.4382022471910112,0.1830790829385209,0.6022727272727273,0.9759519038076151
639,1,3,0,1,0,0,0,0,0.37640449438202245,0.8209306044045132,0.9090909090909092,0.04008016032064128
640,2,4,2,0,1,0,1,0,0.9662921348314606,0.4285904327604232,0.06818181818181818,0.7975951903807614
641,2,1,3,0,1,0,1,1,0.06179775280898876,0.18850485141721934,0.18181818181818182,0.2545090180360721
642,1,3,1,0,0,1,1,0,0.1741573033707865,0.28138883085617733,0.5568181818181819,0.3887775551102204
643,3,5,3,2,1,1,0,0,0.7134831460674157,0.267107395865025,0.26136363636363635,0.3867735470941883
644,3,5,2,1,0,0,1,0,0.5337078651685393,0.518983368272721,0.011363636363636364,0.3667334669338677
645,3,5,1,2,1,1,0,0,0.5112359550561797,0.23392463107312425,0.9318181818181819,0.4929859719438877
646,3,5,1,0,1,0,0,0,0.7865168539325842,0.12303472527230494,0.36363636363636365,0.721442885771543
647,1,3,3,1,1,0,0,1,0.1685393258426966,0.12315918534829945,0.2272727272727273,0.719438877755511
648,0,2,4,1,1,0,0,1,0.4325842696629213,0.5831024929368565,0.8295454545454546,0.6472945891783567
649,3,5,0,1,1,1,1,1,0.10674157303370786,0.7347035715433236,0.5909090909090909,0.3186372745490982
650,1,6,4,0,1,0,1,0,0.8146067415730337,0.3211554385409709,0.5113636363636364,0.3867735470941883
651,3,5,3,1,1,1,1,0,0.33146067415730335,0.03404969311315643,0.5,0.21843687374749496
652,2,0,0,1,1,0,0,1,0.747191011235955,0.12669597425582851,0.09090909090909091,0.8256513026052104
653,1,6,4,2,1,0,0,0,0.8932584269662921,0.9147789907132108,0.05681818181818181,0.13026052104208416
654,2,1,0,2,1,0,1,1,0.5168539325842696,0.4933000646589954,0.5681818181818182,0.8356713426853707
655,0,2,1,1,0,0,0,0,0.23595505617977525,0.45329808225618595,0.3863636363636364,0.5070140280561122
656,1,6,4,1,1,0,1,1,0.7247191011235955,0.037450808602667675,0.9204545454545455,0.565130260521042
657,3,5,0,2,0,0,0,0,0.33146067415730335,0.7285765365101643,0.5909090909090909,0.11823647294589178
658,2,1,0,2,0,0,0,0,0.8426966292134831,0.5278513763249623,0.20454545454545456,0.2344689378757515
659,0,2,0,2,1,0,0,0,0.1685393258426966,0.20161032715924343,0.7727272727272727,0.845691382765531
660,0,2,4,0,0,0,1,0,0.02247191011235955,0.10953148885905792,0.27272727272727276,0.08617234468937875
661,1,3,2,0,1,1,0,0,0.9044943820224719,0.3830584707400979,0.11363636363636363,0.9719438877755511
662,0,2,4,2,1,0,0,1,0.05056179775280899,0.8371860061128461,0.8295454545454546,0.4188376753507014
663,2,4,3,1,1,0,1,1,0.4943820224719101,0.8653405129872186,0.18181818181818182,0.07014028056112225
664,2,1,4,2,1,0,0,1,0.7247191011235955,0.6026879189848798,0.39772727272727276,0.03607214428857715
665,0,2,0,0,1,0,1,0,0.7022471910112359,0.7274750841937542,0.2272727272727273,0.18036072144288576
666,1,3,1,1,0,1,0,0,0.056179775280898875,0.11461747436170272,0.1931818181818182,0.6012024048096192
667,3,5,4,0,1,1,0,0,0.9943820224719101,0.5879561387229174,0.6704545454545455,0.4228456913827655
668,0,2,4,1,1,0,1,1,0.8876404494382022,0.6668571832271611,0.1931818181818182,0.8096192384769538
669,0,2,0,0,1,0,0,0,0.3089887640449438,0.200241168408401,0.0,0.813627254509018
670,1,3,1,1,1,1,0,0,0.46067415730337075,0.8802122609636068,0.14772727272727273,0.4428857715430861
671,3,5,1,1,1,1,0,0,0.7640449438202247,0.19452061086505557,0.07954545454545454,0.43286573146292584
672,3,5,3,1,1,1,0,0,0.550561797752809,0.3130935151787163,0.7386363636363636,0.4448897795591182
673,2,1,4,1,1,1,0,1,0.8314606741573033,0.6204121799112196,0.5681818181818182,0.8216432865731462
674,1,6,1,0,0,0,0,0,0.4044943820224719,0.6382192567703425,0.8863636363636364,0.1943887775551102
675,1,3,1,0,1,0,1,0,0.8707865168539325,0.6993014712128547,0.6704545454545455,0.9118236472945891
676,3,5,2,1,1,0,1,1,0.6404494382022472,0.11147095117569802,0.375,0.03607214428857715
677,1,6,2,1,0,0,0,1,0.033707865168539325,0.8494980539702349,0.39772727272727276,0.5931863727454909
678,1,6,1,0,1,0,0,0,0.4438202247191011,0.5326341499756374,0.6931818181818182,0.0501002004008016
679,2,1,3,1,1,0,0,1,0.8033707865168539,0.47106089104532495,0.0,0.05410821643286573
680,2,1,1,1,1,0,0,1,0.5393258426966292,0.981233774796822,0.9545454545454546,0.12625250501002003
681,0,2,0,1,0,0,0,1,0.016853932584269662,0.7403269561585548,0.46590909090909094,0.6472945891783567
682,2,4,4,2,1,0,0,1,0.016853932584269662,0.11746993356774363,0.0,0.4448897795591182
683,1,3,3,1,0,0,0,0,0.5730337078651685,0.7565004137952951,0.9431818181818182,0.15831663326653306
684,1,6,0,2,1,0,0,0,0.2191011235955056,0.09469511591511881,0.6022727272727273,0.1002004008016032
685,2,1,3,1,0,1,0,1,0.0898876404494382,0.02686395335104729,0.5227272727272727,0.9158316633266532
686,2,0,0,0,1,1,1,0,0.5617977528089887,0.4033122653421062,0.4318181818181818,0.20240480961923846
687,1,3,4,2,1,0,1,0,0.5730337078651685,0.9937240439310452,0.3295454545454546,0.3507014028056112
688,2,4,4,2,1,0,0,0,0.6910112359550561,0.17439214411396375,0.06818181818181818,0.018036072144288574
689,3,5,2,1,0,0,1,0,0.28651685393258425,0.6725402462363911,0.23863636363636365,0.4729458917835671
690,1,3,0,1,1,0,0,1,0.28651685393258425,0.17290311525554125,0.5568181818181819,0.9138276553106212
691,0,2,2,2,1,0,1,0,0.9157303370786517,0.7247234904332275,0.5,0.845691382765531
692,3,5,0,0,1,0,0,0,0.6910112359550561,0.5051192718670796,0.8295454545454546,0.19839679358717432
693,0,2,2,0,1,1,1,0,0.9269662921348314,0.6798733199259457,0.8068181818181819,0.9979959919839678
694,0,2,4,1,1,0,0,1,0.9943820224719101,0.20240318404538435,0.10227272727272728,0.7555110220440882
695,3,5,3,0,1,0,0,0,0.348314606741573,0.7455810808769363,0.14772727272727273,0.4549098196392785
696,0,2,2,0,0,0,0,0,0.6460674157303371,0.9957665203370206,0.5113636363636364,0.8056112224448897
697,2,0,0,1,0,0,0,0,0.3426966292134831,0.6655409559829423,0.8409090909090909,0.12625250501002003
698,1,3,0,0,1,0,0,1,0.033707865168539325,0.49323635355784484,0.05681818181818181,0.7595190380761523
699,2,4,4,1,0,1,0,0,0.8651685393258427,0.9232650234382852,0.2272727272727273,0.03607214428857715
700,1,3,0,2,1,0,1,0,0.5112359550561797,0.01523618350058989,0.6931818181818182,0.6633266533066132
701,0,2,1,1,1,0,0,1,0.07303370786516854,0.7298640355036858,0.20454545454545456,0.6352705410821643
702,0,2,3,2,1,0,0,0,0.4775280898876404,0.8888107368213849,0.9886363636363636,0.280561122244489
703,3,5,2,2,0,0,0,0,0.7415730337078651,0.061094615229564074,0.9204545454545455,0.04809619238476953
704,3,5,3,0,0,0,1,0,0.7247191011235955,0.44978671025375955,0.6931818181818182,0.4549098196392785
705,2,1,4,0,1,0,1,1,0.3426966292134831,0.2042509001070859,0.9318181818181819,0.17635270541082163
706,3,5,2,0,1,0,1,0,0.8314606741573033,0.5663314089181061,0.5909090909090909,0.18236472945891782
707,0,2,2,1,1,0,0,1,0.4382022471910112,0.6494208681453516,0.26136363636363635,0.08216432865731463
708,1,3,1,0,0,1,0,0,0.8314606741573033,0.3022308841779235,0.625,0.7454909819639278
709,2,0,4,2,0,0,0,0,0.7696629213483146,0.45971193404127964,0.6931818181818182,0.5891783567134268
710,3,5,0,0,0,0,0,0,0.3202247191011236,0.2789290513583857,0.375,0.8276553106212424
711,3,5,1,0,1,0,0,0,0.6685393258426966,0.3690508698376538,0.23863636363636365,0.7775551102204408
712,0,2,1,1,0,0,0,0,0.9325842696629213,0.15903621351452382,0.7613636363636364,0.16032064128256512
713,3,5,3,1,0,0,0,0,0.7415730337078651,0.8856211812509577,0.6363636363636364,0.8036072144288576
714,0,2,3,2,0,0,0,0,0.3595505617977528,0.00939020206335444,0.10227272727272728,0.2124248496993988
715,1,6,3,1,1,0,0,1,0.06741573033707865,0.88246847044212,0.7386363636363636,0.22044088176352702
716,0,2,1,0,1,0,1,0,0.4550561797752809,0.5714961412473075,0.07954545454545454,0.5531062124248497
717,0,2,0,1,1,0,0,1,0.9662921348314606,0.33128815989440014,0.42045454545454547,0.42685370741482964
718,3,5,2,2,0,0,1,0,0.8932584269662921,0.722992293592898,0.6931818181818182,0.4609218436873747
719,3,5,3,0,1,0,0,0,0.9157303370786517,0.5075196236188174,0.3068181818181818,0.6112224448897795
720,0,2,0,2,1,0,0,0,0.7752808988764045,0.498869397633853,0.10227272727272728,0.24048096192384769
721,3,5,4,1,0,1,0,0,0.8314606741573033,0.10960006496784225,0.5,0.2665330661322645
722,2,1,3,1,0,0,1,1,0.28651685393258425,0.3891914061462838,0.7272727272727273,0.6112224448897795
723,3,5,2,2,1,0,0,0,0.6516853932584269,0.24062410026222178,0.75,0.41482965931863724
724,3,5,4,0,0,0,1,0,0.1404494382022472,0.01508012540932828,0.09090909090909091,0.8997995991983967
725,0,2,4,1,0,0,0,0,0.1853932584269663,0.3597520991905032,0.045454545454545456,0.7414829659318637
726,1,3,2,1,1,0,0,1,0.28651685393258425,0.08926408454743798,0.10227272727272728,0.5130260521042084
727,2,0,3,0,1,1,1,0,0.6235955056179775,0.2564020716862879,0.12499999999999999,0.3687374749498998
728,3,5,1,1,1,0,0,1,0.4550561797752809,0.09196067498614466,0.9204545454545455,0.5711422845691382
729,2,1,2,2,1,1,1,0,0.8764044943820224,0.10039224141271275,0.6477272727272727,0.8837675350701402
730,1,6,2,1,1,0,0,1,0.9269662921348314,0.19853829461055877,0.2272727272727273,0.7254509018036072
731,0,2,2,1,1,0,0,1,0.2303370786516854,0.9999999999999999,0.2272727272727273,0.35871743486973945
732,1,3,4,0,0,0,1,0,0.11235955056179775,0.0015578386512166628,0.7272727272727273,0.8416833667334669
733,0,2,0,2,1,0,1,0,0.2303370786516854,0.6385420790035681,0.022727272727272724,0.09418837675350701
734,0,2,1,0,0,0,0,0,0.7865168539325842,0.14072570429342393,0.7727272727272727,0.1723446893787575
735,3,5,3,1,1,1,1,0,0.6292134831460674,0.9207171886209353,1.0,0.7695390781563125
736,3,5,3,1,1,0,0,1,0.5842696629213483,0.09307781657685824,0.7159090909090909,0.03607214428857715
737,1,3,0,0,1,1,1,0,0.0898876404494382,0.9551790597506594,0.5454545454545455,0.09018036072144288
738,2,1,2,0,1,1,0,0,0.6685393258426966,0.6107742194150786,0.8068181818181819,0.9018036072144288
739,1,6,1,0,1,1,0,0,0.7640449438202247,0.0006410592055551695,0.18181818181818182,0.7715430861723446
740,3,5,3,2,1,0,0,0,0.9438202247191011,0.8940755153548449,0.8181818181818182,0.11022044088176351
741,1,3,3,1,1,0,0,1,0.7191011235955056,0.5214901459914439,0.3522727272727273,0.4569138276553106
742,2,1,2,0,1,0,0,1,0.7247191011235955,0.2622463177054553,0.7840909090909092,0.2885771543086172
743,3,5,0,1,1,0,0,1,0.33146067415730335,0.7672487892458703,0.2272727272727273,0.18236472945891782
744,0,2,1,2,1,0,0,0,0.2640449438202247,0.9267593082103849,0.06818181818181818,0.1623246492985972
745,0,2,0,2,1,0,1,0,0.15730337078651685,0.48343955405562716,0.06818181818181818,0.4488977955911823
746,2,1,0,2,1,0,0,1,0.5393258426966292,0.3151712468160287,0.29545454545454547,0.156312625250501
747,0,2,1,2,0,1,0,0,0.05056179775280899,0.7889316108011446,0.07954545454545454,0.2985971943887775
748,0,2,1,1,1,1,0,0,0.3202247191011236,0.6816885203449422,0.8181818181818182,0.721442885771543
749,3,5,3,2,1,0,1,1,0.11235955056179775,0.8888167084053619,0.3068181818181818,0.565130260521042
750,3,5,3,2,1,0,0,0,0.15168539325842695,0.6924253915254133,0.8863636363636364,0.6212424849699398
751,0,2,1,0,1,0,0,0,0.1853932584269663,0.2430900124557865,0.7386363636363636,0.969939879759519
752,3,5,4,2,1,0,0,1,0.03932584269662921,0.9317568935639924,0.7954545454545455,0.3186372745490982
753,3,5,3,0,0,0,0,0,0.9887640449438202,0.10428939610923876,0.5227272727272727,0.6312625250501002
754,1,3,4,2,0,0,0,0,0.4382022471910112,0.2675234395187161,0.9204545454545455,0.7294589178356713
755,2,0,1,2,1,0,0,0,0.8089887640449438,0.5199717706391733,0.9659090909090909,0.9338677354709418
756,2,4,3,0,0,0,0,0,0.4831460674157303,0.5655546648829334,0.10227272727272728,0.3106212424849699
757,3,5,0,2,1,0,0,0,0.4887640449438202,0.014694506323362,0.36363636363636365,0.3106212424849699
758,3,5,1,1,1,0,0,1,0.9662921348314606,0.7805526916077689,0.06818181818181818,0.751503006012024
